BARCODE,ITEM,EXPIRE DATE,ITEM TYPE,BRAND,SALES GROUP,SUPPLIER,COST,SELL PRICE,EFFECTIVE DATE,AVAILABLE,ON HAND
4800220608750,Prem Whiskey 2x750ml,,,Embassy,Retail,,0,0,2023-10-30,0,0
4800142904541,Light 2+1 1L,,,Tres Cepas,Retail,Emperador,0,0,2023-10-30,0,0
8410162100258,Light 1.75L,,,Fundador ,Retail,Emperador,0,0,2023-10-30,0,0
8410162100234,Light 1L,,,Fundador ,Retail,Emperador,0,0,2023-10-30,0,0
8410162100296,Light 750ml,,,Fundador ,Retail,Emperador,0,0,2023-10-30,0,0
8410028900091,Light 1L,,,Alfonso,Retail,Alaska,0,0,2023-10-30,0,0
8410028900077,Light 750ml,,,Alfonso,Retail,Alaska,0,0,2023-10-30,0,0
4800142116111,Vodka 330ml,,,Smirnoff,Retail,Emperador,0,0,2023-10-30,0,0
4800142122013,Lime Juice 350ml,,,Club Mix,Retail,Emperador,0,0,2023-10-30,0,0
4800142123065,Grapefruit 360ml,,,So Nice,Retail,Emperador,0,0,2023-10-30,0,0
4800142123010,Green Grape 360ml,,,So Nice,Retail,Emperador,0,0,2023-10-30,0,0
8801048921102,Green Grape 360ml,,,Jinro,Retail,Alaska,0,0,2023-10-30,0,0
8801048178018,Strawberry 360ml,,,Jinro,Retail,Alaska,0,0,2023-10-30,0,0
4806508630055,Strawberry Passion 750ml,,,Novellino,Retail,Fornix,0,0,2023-10-30,0,0
4806508630284,Sparkling Red 750ml,,,Novellino,Retail,Fornix,0,0,2023-10-30,0,0
4800142113615,Pink Grapefruit 700ml,,,Bar,Retail,Emperador,0,0,2023-10-30,0,0
4800142113622,Green Grapefruit 700ml,,,Bar,Retail,Emperador,0,0,2023-10-30,0,0
85000019849,Sweet Red 750ml,,,Carlo Rossi,Retail,Emperador,0,0,2023-10-30,0,0
85000001882,Cali Red 750ml,,,Carlo Rossi,Retail,Emperador,0,0,2023-10-30,0,0
82100179237,Merlot BB 750ml,,,Arbor Mist,Retail,Emperador,0,0,2023-10-30,0,0
82100738755,PM Raspberry 750ml,,,Arbor Mist,Retail,Emperador,0,0,2023-10-30,0,0
4806030203857,SAJ 750ml,,,May,Retail,New Staple,0,0,2023-10-30,0,0
,Anisado 350ml,,,Lagota,Retail,,0,0,2023-10-30,0,0
,Chinese Wine 350ml,,,Ursus,Retail,,0,0,2023-10-30,0,0
5410746066386,SRGJ 750ml,,,May,Retail,New Staple,0,0,2023-10-30,0,0
4800142118269,Double Light 375ml,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142118290,Double Light 1L,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142118283,Double Light 750ml,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142118726,Coffee 600ml,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142118733,Coffee 750ml,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142110089,Light 750ml,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142110102,Light 1L,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142110072,Light 500ml,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800142110164,Light 350ml,,,Emperador,Retail,Emperador,0,0,2023-10-30,0,0
4800130728128,Mojito 700ml,,,GSM Blue,Retail,Partido,0,0,2023-10-30,0,0
7275726817000,Gin 1000ml,,,GSM,Retail,Partido,0,0,2023-10-30,0,0
4800130100016,Gin 700ml,,,GSM,Retail,Partido,0,0,2023-10-30,0,0
4800130100030,Gin 350ml,,,GSM,Retail,Partido,0,0,2023-10-30,0,0
4800130100023,Gin 350ml,,,GSM,Retail,Partido,0,0,2023-10-30,0,0
4800024570758,Gravy Mix 6x30g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800888607959,Shrimp Cube 6x10g,,,Knorr,Wholesale,Montana,0,0,2023-10-30,0,0
4800888602718,Chicken Cube 6x10g,,,Knorr,Wholesale,Montana,0,0,2023-10-30,0,0
4800888602725,Pork Cube 6x10g,,,Knorr,Wholesale,Montana,0,0,2023-10-30,0,0
4800888603692,Sinigang OG 6x11g,,,Knorr,Wholesale,Montana,0,0,2023-10-30,0,0
4800888607126,Real 6x27ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4800888607096,Bacon 6x27ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4800888607119,Chicken 6x27ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
7622210958716,Pimiento 6x24g,,,Cheez Whiz,Wholesale,New Staple,0,0,2023-10-30,0,0
4805358279155,Sweet Blend 6x30g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
7622300858599,Calamansi 6x19g,,,Tang,Wholesale,New Staple,0,0,2023-10-30,0,0
7622300601768,Pineapple 6x19g,,,Tang,Wholesale,New Staple,0,0,2023-10-30,0,0
7622300638078,Strawberry 6x20g,,,Tang,Wholesale,New Staple,0,0,2023-10-30,0,0
7622300858575,Dalandan 6x19g,,,Tang,Wholesale,New Staple,0,0,2023-10-30,0,0
7622300637996,Grape 6x19g,,,Tang,Wholesale,New Staple,0,0,2023-10-30,0,0
7622300601782,Mango 6x20g,,,Tang,Wholesale,New Staple,0,0,2023-10-30,0,0
4800361382083,Apple 6x20g,,,Nestea,Wholesale,MTC,0,0,2023-10-30,0,0
4800361379557,Lemon 6x20g,,,Nestea,Wholesale,MTC,0,0,2023-10-30,0,0
4808680652146,Sinigang Gabi 6x22g,,,Knorr,Wholesale,Montana,0,0,2023-10-30,0,0
4805358245150,Classic 6x30g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
4806508600034,Noodles 6x120g,,,Good Luck,Wholesale,TH,0,0,2023-10-30,0,0
4800016562181,Sakto Kalamansi 6x70g,,,Payless,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016562198,Sakto Xtra Hot 6x70g,,,Payless,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016556517,XBig Chilimansi 6x125g,,,Payless,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016561436,XBig S&S 6x125g,,,Payless,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016556807,XBig Xtra Hot 6x125g,,,Payless,Wholesale,Pedscor,0,0,2023-10-30,0,0
4807770273698,PC Chilimansi 6x80g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4807770274305,PC EHC 6x75g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4807770273711,PC S&S 6x80g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4807770273674,PC Kalamansi 6x80g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4807770273704,PC OG 6x80g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4800016555985,XBig Kalamansi 6x125g,,,Payless,Wholesale,Pedscor,0,0,2023-10-30,0,0
4807770272097,Noodles SLB 6x50g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4807770270017,Noodles BNB 6x55g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4807770270024,Noodles CNC 6x55g,,,Lucky Me,Wholesale,Stretch,0,0,2023-10-30,0,0
4800016551574,NR Chicken 6x55g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016551598,NR Seafood 6x55g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016551581,NR Beef 6x55g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016561429,NR Creamy Seafood 6x63g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
6902482001022,Kings 6x1.59oz,,,Vrmcli,Wholesale,,0,0,2023-10-30,0,0
4800016551857,CN SS 6x40g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016560927,CN SHB 6x45g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016557217,CN SCF 6x30g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016552106,CN Beef 6x40g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016552137,CN Batchoy 6x40g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016552274,CN Bulalo 6x40g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016552113,CN Seafood 6x40g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016552120,CN Chicken 6x40g,,,Nissin,Wholesale,Pedscor,0,0,2023-10-30,0,0
4806011812047,Golden Bihon 6x500g,,,Super Q,Wholesale,Partido,0,0,2023-10-30,0,0
4806500670073,3Q Bihon 6x454g,,,Komeya,Wholesale,JY Brothers,0,0,2023-10-30,0,0
4806014092835,Bread Crumbs 6x80g,,,Good Life,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014001196,Bread Crumbs 6x230g,,,Good Life,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013483215,Canton Noodles 6x250g,,,Mariposa,Wholesale,Mariposa,0,0,2023-10-30,0,0
4809013483222,Canton Noodles 6x500g,,,Mariposa,Wholesale,Mariposa,0,0,2023-10-30,0,0
4800024575425,Tomato Sauce FS 6x200g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024575432,Tomato Sauce FS 6x250g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024575449,Tomato Sauce FS 6x900g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024575395,Tomato Sauce FS 6x90g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024579997,Spag Sauce SS 6x500g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024573544,Spag Sauce SS 6x900g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024555779,Spag Sauce SS 6x250g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024556899,Tomato Paste 6x150g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024561015,Tomato Paste 6x70g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
14285003892,Spag Sauce SFS 6x500g,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
14285001935,Spag Sauce SFS 6x1kg,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
4800024555489,Tomato Sauce OG 6x115g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024570611,Pineapple Tidbits 6x115g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014097007,Tomato Paste 6x150g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014099766,Tomato Paste 6x70g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4800068021216,Raisins 6x45g,,,Mother's Best,Wholesale,Pentagon,0,0,2023-10-30,0,0
4804888804233,Oyster Sauce 6x156g,,,Mama Sita's,Wholesale,Stretch,0,0,2023-10-30,0,0
4801668603642,Oyster Sauce 6x170g,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4800361331500,Sterilized 6x200ml,,,Bear Brand,Wholesale,MTC,0,0,2023-10-30,0,0
4806525940199,Glutinous Rice Flour 6x500g,,,Kings,Wholesale,,0,0,2023-10-30,0,0
8850340100173,Finest Rice Flour 6x500g,,,Kings,Wholesale,,0,0,2023-10-30,0,0
4806533700006,Cheese Powder 6x200g,,,Cheesemiss,Wholesale,,0,0,2023-10-30,0,0
4806533700075,Cheese Powder 6x30g,,,Cheesemiss,Wholesale,,0,0,2023-10-30,0,0
4805358373471,Quezo 6x430g,,,Magnolia,Wholesale,Alindogan,0,0,2023-10-30,0,0
4808647020094,Cheese 6x160g,,,Eden ,Wholesale,New Staple,0,0,2023-10-30,0,0
4805358373037,Quezo 6x160g,,,Magnolia,Wholesale,Alindogan,0,0,2023-10-30,0,0
,Cheese 6x45g,,,Eden,Wholesale,New Staple,0,0,2023-10-30,0,0
4806516783859,Mayolite 6x250g,,,Snow White,Wholesale,,0,0,2023-10-30,0,0
4800888216564,Mayonaise 6x220ml,,,Best Foods ,Wholesale,Montana,0,0,2023-10-30,0,0
4800888602268,Real Mayo 6x220ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4800888602305,Real Mayo 6x470ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
7622300501525,Original 6x60g,,,Cheez Whiz,Wholesale,New Staple,0,0,2023-10-30,0,0
7622210074980,Original 6x200g,,,Cheez Whiz,Wholesale,New Staple,0,0,2023-10-30,0,0
7622300501549,Original 6x105g,,,Cheez Whiz,Wholesale,New Staple,0,0,2023-10-30,0,0
4800361394093,Sterilized 6x140ml,,,Nestle,Wholesale,MTC,0,0,2023-10-30,0,0
4808680021430,Real Mayo 6x220ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4808680022314,Bacon 6x220ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4808680020877,Sandwich 6x220ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4808680022031,Chicken 6x220ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4808680022178,Ham 6x220ml,,,Lady's Choice,Wholesale,Montana,0,0,2023-10-30,0,0
4808647010057,Pimiento 6x210g,,,Cheez Whiz,Wholesale,New Staple,0,0,2023-10-30,0,0
4808647010026,Original 6x210g,,,Cheez Whiz,Wholesale,New Staple,0,0,2023-10-30,0,0
4806506705007,Jelly Powder Red 15g,,,Sofee,Wholesale,,0,0,2023-10-30,0,0
4809013526271,Jelly Powder BP 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526448,Jelly Powder Blck 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4806525660684,Jelly Powder Coffee 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526318,Jelly Powder Red 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526264,Jelly Powder Strwbry 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526356,Jelly Powder White 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526295,Jelly Powder Grape 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526332,Jelly Powder Orange 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526349,Jelly Powder Yellow 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
4809013526325,Jelly Powder Green 25g,,,Mr Gulaman,Wholesale,New Staple,0,0,2023-10-30,0,0
48037433,Sweet Blend 100g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
4805358279056,Sweet Blend 250g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
4805358245051,Classic 250g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
,Pineapple Juice Fiber 6x220ml,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
,Pineapple Juice HS 6x220ml,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
,Pineapple Juice ACE 6x220ml,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
14285002789,Ketchup 6x100g,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
14285003656,Ketchup 6x200g,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
4800344004964,Vinegar 6x100ml,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344004940,Vinegar 6x200ml,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344001963,Soy Sauce 6x100ml,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344001949,Soy Sauce 6x200ml,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
,Vinegar 6x200ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
,Vinegar 6x100ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
,Soy Sauce 6x100ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
,Soy Sauce 6x200ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4806501953106,Vinegar 6x200ml,,,Rose,Wholesale,La Suerte,0,0,2023-10-30,0,0
4806501953199,Vinegar 6x100ml,,,Rose,Wholesale,La Suerte,0,0,2023-10-30,0,0
4801668600641,Siga 6x100g,,,Mang Tomas,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668606117,Siga 6x80g,,,Mang Tomas,Wholesale,Bonheur,0,0,2023-10-30,0,0
4806030204755,Patis 6x150ml,,,Tentay,Wholesale,New Staple,0,0,2023-10-30,0,0
4806030202454,Salted Black Beans 6x100g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4801668600733,Vinegar Sakto 6x60ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668600726,Soy Sauce Sakto 6x60ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668604458,Pares Pck 6x60ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668100288,Siga 325g,,,Mang Tomas,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668100264,Sarsa 325g,,,Mang Tomas,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668100271,Sarsa 550g,,,Mang Tomas,Wholesale,Bonheur,0,0,2023-10-30,0,0
,Ketchup 320g,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668300039,Sweet Chili 330g,,,Jufran,Wholesale,Bonheur,0,0,2023-10-30,0,0
,Ketchup 320g,,,Papa,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668604984,Oyster Sauce 430g,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4800024013477,Ketchup OG 320g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4800024013392,Ketchup OG 567g,,,Del Monte,Wholesale,New Staple,0,0,2023-10-30,0,0
4801668500224,Soy Sauce 1L,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4806030204724,Patis 1L,,,Tentay,Wholesale,New Staple,0,0,2023-10-30,0,0
4801668100141,Vinegar 1L,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4800344001628,Soy Sauce 1L,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344004629,Vinegar 1L,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344004414,Vinegar 350ml,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344001413,Soy Sauce 350ml,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4801668100103,Vinegar 350ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668500262,Soy Sauce 350ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4806030204762,Patis 350ml,,,Tentay,Wholesale,New Staple,0,0,2023-10-30,0,0
4801668505038,Patis 350ml,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4809010262202,Prem Soy Sauce 350ml,,,Carp,Wholesale,New Staple,0,0,2023-10-30,0,0
14285003045,Ketchup 1kg,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
4806501953144,Vinegar 1L,,,Rose,Wholesale,La Suerte,0,0,2023-10-30,0,0
4806501953151,Vinegar 1.89L,,,Rose,Wholesale,La Suerte,0,0,2023-10-30,0,0
14285001119,Ketchup 2kg,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
14285001102,Ketchup 4kg,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
4806501953168,Vinegar 3.78L,,,Rose,Wholesale,La Suerte,0,0,2023-10-30,0,0
4800344001222,Soy Sauce 1.893L,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344004247,Vinegar 1.893L,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4801668601884,Soy Sauce 1.893L,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668601907,Vinegar 1.893L,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668601914,Vinegar 1 Gal,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4801668601891,Soy Sauce 1 Gal,,,Datu Puti,Wholesale,Bonheur,0,0,2023-10-30,0,0
4800344001123,Soy Sauce 3.785L,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800344004124,Vinegar 3.785L,,,Silver Swan,Wholesale,BSCM,0,0,2023-10-30,0,0
4800361410816,Pwdrd Milk 6x33g,,,Bear Brand,Wholesale,MTC,0,0,2023-10-30,0,0
4800361397605,Pwdrd Milk 6x90g,,,Bear Brand,Wholesale,MTC,0,0,2023-10-30,0,0
4800361381086,Pwdrd Milk 6x135g,,,Bear Brand,Wholesale,MTC,0,0,2023-10-30,0,0
4800361410892,Pwdrd Milk 300g,,,Bear Brand,Wholesale,MTC,0,0,2023-10-30,0,0
4800361379397,Pwdrd Milk Adlt 6x180g,,,Bear Brand,Wholesale,MTC,0,0,2023-10-30,0,0
4800361379373,Pwdrd Milk Adlt 300g,,,Bear Brand,Wholesale,MTC,0,0,2023-10-30,0,0
4800361413480,Pwdrd Choco 6x24g,,,Milo,Wholesale,MTC,0,0,2023-10-30,0,0
4800361421959,Pwdrd Choco 150g,,,Milo,Wholesale,MTC,0,0,2023-10-30,0,0
4800361415293,Pwdrd Choco 6x48g,,,Milo,Wholesale,MTC,0,0,2023-10-30,0,0
4800361381246,Pwdrd Choco 300g,,,Milo,Wholesale,MTC,0,0,2023-10-30,0,0
4800361390804,Coffee Crmr 150g,,,Coffee Mate,Wholesale,MTC,0,0,2023-10-30,0,0
4800361393232,Coffee Crmr 220g,,,Coffee Mate,Wholesale,MTC,0,0,2023-10-30,0,0
4800361393096,C White 5x25.5g,,,Nescafe,Wholesale,MTC,0,0,2023-10-30,0,0
4800361403764,Original 5x26g,,,Nescafe,Wholesale,MTC,0,0,2023-10-30,0,0
4800361363129,Classic 6x135g,,,Nestogen,Wholesale,MTC,0,0,2023-10-30,0,0
8996001414309,Blanca 5x30g,,,Kopiko,Wholesale,Stance,0,0,2023-10-30,0,0
4800016021039,White 5x30g,,,Great Taste,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016014499,Coffee Crmr 6x60g,,,Cream All,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016024061,Coffee Crmr 170g,,,Cream All,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016011788,Coffee Crmr 250g,,,Cream All,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016019777,Coffee Crmr 450g,,,Cream All,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800575425026,Coffee Crmr 170g,,,Krem Top,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575425033,Coffee Crmr 250g,,,Krem Top,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575141667,Coffee Crmr 450g,,,Krem Top,Wholesale,Alaska,0,0,2023-10-30,0,0
748485401720,Choco Milk 600g,,,Birch Tree,Wholesale,New Staple,0,0,2023-10-30,0,0
748485401645,Choco Milk 290g,,,Birch Tree,Wholesale,New Staple,0,0,2023-10-30,0,0
8996001603444,Champion 5x60g,,,Energen,Wholesale,Stance,0,0,2023-10-30,0,0
8996001440049,Choco 5x40g,,,Energen,Wholesale,Stance,0,0,2023-10-30,0,0
8996001440124,Vanilla 5x40g,,,Energen,Wholesale,Stance,0,0,2023-10-30,0,0
4800040241229,Cocoa 70g,,,Ricoa,Wholesale,Comfoods,0,0,2023-10-30,0,0
4800575144583,Pwdrd Milk 6x150g,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575142633,Pwdrd Milk 6x33g,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575144590,Pwdrd Milk 300g,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575144606,Pwdrd Milk 680g,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
748485401515,Pwdrd Milk 700g,,,Birch Tree,Wholesale,New Staple,0,0,2023-10-30,0,0
748485401508,Pwdrd Milk 300g,,,Birch Tree,Wholesale,New Staple,0,0,2023-10-30,0,0
748485401591,Pwdrd Milk 150g,,,Birch Tree,Wholesale,New Staple,0,0,2023-10-30,0,0
748485401492,Pwdrd Milk 6x33g,,,Birch Tree,Wholesale,New Staple,0,0,2023-10-30,0,0
748485401621,Choco Pwdrd Milk 6x29g,,,Birch Tree,Wholesale,New Staple,0,0,2023-10-30,0,0
4800153151194,Pwdrd Milk 150g,,,Bonamil,Wholesale,MTC,0,0,2023-10-30,0,0
4800153151248,Pwdrd Milk 350g,,,Bonamil,Wholesale,MTC,0,0,2023-10-30,0,0
4800153151231,Pwdrd Milk 350g,,,Bonna,Wholesale,MTC,0,0,2023-10-30,0,0
4800153151255,Pwdrd Milk 350g,,,Bonakid,Wholesale,MTC,0,0,2023-10-30,0,0
4800361378390,Pwdrd Milk 2 135g,,,Nestogen,Wholesale,MTC,0,0,2023-10-30,0,0
4800361348645,Pwdrd Milk 2 340g,,,Nestogen,Wholesale,MTC,0,0,2023-10-30,0,0
4800361389365,Pwdrd Milk 3 135g,,,Nestogen,Wholesale,MTC,0,0,2023-10-30,0,0
4800361348706,Pwdrd Milk 3 340g,,,Nestogen,Wholesale,MTC,0,0,2023-10-30,0,0
4800016024467,Coffee Cream-O 5x56g,,,Great Taste,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800016091278,Choco Milk 5x20g,,,Swiss Miss,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800575425019,Coffee Crmr 6x80g,,,Krem Top,Wholesale,Alaska,0,0,2023-10-30,0,0
4800361420730,Coffee Crmr 6x80g,,,Coffee Mate,Wholesale,MTC,0,0,2023-10-30,0,0
8998666002792,Caramelo 5x50g,,,Kopiko,Wholesale,Stance,0,0,2023-10-30,0,0
8998666001702,Black 3in1 5x28g,,,Kopiko,Wholesale,Stance,0,0,2023-10-30,0,0
8998666001726,Blanca 5x58g,,,Kopiko,Wholesale,Stance,0,0,2023-10-30,0,0
8998666001467,Original Twin 5x2x18g,,,Double Cups,Wholesale,Stance,0,0,2023-10-30,0,0
8998866807265,Coffee WNC 5x30g,,,Top,Wholesale,Pentagon,0,0,2023-10-30,0,0
8998666002983,Cafè Mocha 5x51g,,,Kopiko,Wholesale,Stance,0,0,2023-10-30,0,0
4800361413992,Creamy Latte 5x51g,,,Nescafe,Wholesale,MTC,0,0,2023-10-30,0,0
8996001603284,Pandesal Mate 5x30g,,,Energen,Wholesale,Stance,0,0,2023-10-30,0,0
4806513741715,Sugar Free OG 10x7g,,,San Mig,Wholesale,Alindogan,0,0,2023-10-30,0,0
4800361415347,Original 5x52g,,,Nescafe ,Wholesale,MTC,0,0,2023-10-30,0,0
4800016021169,Original 5x33g,,,Great Taste ,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800361339568,Classic 12x1.9g,,,Nescafe,Wholesale,MTC,0,0,2023-10-30,0,0
4800016012365,Prem Classic 72g,,,Great Taste,Wholesale,Pedscor,0,0,2023-10-30,0,0
4800361416726,C White 5x51g,,,Nescafe,Wholesale,MTC,0,0,2023-10-30,0,0
